LATITUDE,LONGITUDE,PARCELNO,SALE_PRC,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality
25.8123320777,-80.300176676,530240091621,330000,6350,1505,5815,2270.2,36628.7,2932.7,37627.3,26525.7,6913,30,1,2,5
25.8128500924,-80.3003539876,530240091271,315000,9525,1135,1314,2105.5,36803.4,2874.7,37732.3,26707.6,6846.1,67,1,11,5
25.8130654813,-80.3044877325,530240022300,315000,9100,1188,2884,1062.8,37703.8,1511.4,39024,27499.8,5459.7,74,1,2,5
25.8133220937,-80.297959242,530240091320,400000,6420,2059,2075,2732.5,36490.1,3664.3,37046.8,26482.2,7621.9,46,1,8,5
25.813985102,-80.3040588974,530240022310,392300,10680,2556,33885,885.5,37883.7,1702,39032.5,27703.2,5649.6,61,1,3,5
25.8145249496,-80.2785957514,531190131990,341000,10650,1289,548,5999.9,33537.7,1712,31363.6,24452.6,5327.1,72,1,2,4
25.8148573886,-80.2721714464,531200300740,340000,12075,1672,2474,3911.7,32651.3,288,29533.5,24083.2,3729.4,65,1,12,4
25.8156241138,-80.3047158356,530240021750,320000,7600,1315,1692,369.9,38475.4,1504.4,39440.3,28316,5453.8,71,1,2,5
25.8156783843,-80.2846850607,531190102291,470500,8400,3047,1797,6059.9,34852.2,2671.5,33376.6,25443.2,7310.8,25,1,12,4
25.8159431254,-80.2850508995,531190132360,568000,8400,2925,35045,5954.1,34999.7,2673.5,33528.2,25578.7,7463.7,11,1,2,5
25.8159828976,-80.3024793141,530240021830,297000,7800,918,3017,1026.1,38169.9,2199.1,38799.3,28074.2,6149,71,1,7,5
25.8159989136,-80.2781728488,531190100870,385000,7100,1205,1720,5916.6,33965.2,1216.1,31479.1,24944.6,5513.6,66,1,4,4
25.8160598107,-80.2753267724,531190132650,378000,8300,1472,6955,4985.6,33587.5,600.2,30649.5,24750.7,4791.7,25,1,9,4
25.8162006716,-80.3011614558,530240090530,365000,13500,1403,2495,1452.8,37934.5,2652.9,38410.5,27887.2,6603.8,66,1,1,5
25.816463973,-80.2966982093,530240110240,640000,15125,3444,1741,2903.3,37162.9,4111.6,37079.2,27265.5,8062.9,91,1,4,5
25.8165500001,-80.2971105741,530240120810,350000,9750,1481,2819,2764.1,37284.7,3972.5,37222.9,27377.1,7925.1,65,1,6,5
25.8167169804,-80.3008880466,530240090180,350000,7200,1420,0,1554.4,38044.6,2763.6,38413.5,28015,6716,66,1,4,5
25.8169027483,-80.2796765839,531190131360,400000,7500,1585,550,6075.1,34473.6,1283.8,32091.7,25377.6,6123.3,26,1,3,4
25.8170028729,-80.2966999092,530240120820,672000,16982,3397,9001,2901.7,37331,4111.3,37159.2,27446.5,8064.9,70,1,6,5
25.817373515,-80.2862137785,530240071970,375000,5600,2010,1200,5419.5,35637.1,2550.7,34089.5,26201,8035.8,61,1,7,5
25.8176232881,-80.2854854729,530240071990,315000,11200,1597,1079,5327.5,35589.6,2302.6,33906.9,26192.3,7866.4,77,1,2,5
25.818083003999998,-80.3040728392,530240021160,250000,7100,1063,1713,552.1,39064.1,1727.5,39573.5,28971.3,5685.9,66,1,4,5
25.8182085256,-80.2756142851,531190120150,810000,15600,4522,57377,5301.5,34306.1,17.3,31133.9,25470.4,5424.3,35,1,12,4
25.8183562236,-80.2957913824,530240120690,395000,11736,1669,0,3204.5,37601.3,4213,37077.9,27772.7,8342.1,69,1,8,5
25.8185779729,-80.3038494009,530240010330,270000,6256,1283,2357,658.7,39176.6,1794.3,39574.2,29101.9,5755.2,65,1,4,5
25.8185779832,-80.3040839884,530240010340,300000,7728,1244,3397,575.3,39216.7,1708,39636.9,29136.2,5669.6,65,1,5,5
25.8186150694,-80.2982992316,530240100160,352500,11765,1287,2434,2440.8,38090.9,3615.1,37879,28182.8,7575.1,67,1,11,5
25.8188764254,-80.3032083884,530240021030,349800,6900,1285,2604,886.2,39139.7,2003.4,39419.3,29089.5,5965.6,24,1,9,5
25.8190682155,-80.2863450807,530240062410,300000,6000,1275,0,4831.2,36212.3,2071.7,34399.6,26819.1,8384.1,56,1,8,5
25.8192456588,-80.304106808,530240020810,355000,13467,1127,2300,575.5,39418,1646.5,39716.2,29351.4,5610.5,63,1,2,5
25.8195925177,-80.2971857942,530240050860,710000,10800,4029,43780,2849.9,38209.5,3960.7,37683.2,28369.7,7926.7,47,1,9,5
25.8201355081,-80.2931134083,530240070300,490000,12412,2585,5031,4174.3,37647.6,3163,36537,27980,9241.8,42,1,11,5
25.8202717696,-80.2859889501,530240071690,425000,5600,1550,84,4372.6,36522,1658,34501.8,27169.3,8530.5,0,1,5,5
25.8204835807,-80.2979077945,530240041410,285000,4000,1153,1062,2738.7,38626,3772.5,38070,28775.2,7742.6,26,1,5,5
25.8216093927,-80.3008647781,530240040810,360000,8160,1465,2008,1854,39503.5,2759.2,39092.7,29583.7,6733.6,26,1,3,5
25.8217187998,-80.2918148798,530240060320,275000,6350,1283,1084,4150.9,37936,2463,36429.3,28357.8,9711.9,56,1,11,5
25.8217984374,-80.2962632602,530240040320,455000,8100,2311,0,3340.1,38725.5,3366.5,37752.3,28971.3,8249.4,64,1,1,5
25.8221663009,-80.2972713969,530240040470,484000,10800,2192,3445,3049.1,39007.8,3467,38104.1,29223.9,7921.3,25,1,10,5
25.8223297265,-80.2892293105,531180161030,256000,6100,1164,0,3674.6,37686.8,1750.1,35790.6,28228.8,9829.6,56,1,12,5
25.8224113744,-80.2998748493,530240040660,400000,8124,2133,37498,2242.4,39561.8,3090.8,38920.4,29692.2,7068.7,48,1,6,5
25.8228289066,-80.3049678619,530240170870,385000,9525,1660,7646,642.8,40627.4,1444.2,40516.3,30606.1,5424.1,36,1,6,5
25.8228384503,-80.2985054472,530240151960,345000,9525,1395,2203,2738.3,39429.8,3536.4,38592.7,29611.7,7552.2,66,1,6,5
25.8232397064,-80.3011727749,530240160020,395000,9525,1837,0,1894.7,40041.4,2694.9,39448,30141.9,6676.5,35,1,7,5
25.823745114,-80.3038497061,530240170670,350000,9525,3015,5497,1019.6,40695.1,1819,40327.8,30723.3,5802,65,1,9,5
25.8241249134,-80.2924710624,530130050520,421000,10125,2142,41796,3433,38772.1,1908.7,37022.8,29215.7,9546,58,1,5,4
25.8241353916,-80.2983222843,530240151100,430000,9525,2303,2706,2840.5,39791.9,3133.3,38743.9,30009.4,7623.3,65,1,4,5
25.824645106,-80.3045384976,530240170550,355000,9525,997,8345,800.6,41084.5,1599.5,40664.2,31111.3,5583.4,25,1,12,5
25.8246477213,-80.3009784565,530240160460,570000,9525,2014,32850,1971,40429.2,2770.2,39611.6,30566.5,6754,20,1,8,5
25.8246557532,-80.2990090151,530240151020,379000,9525,1197,4574,2621.3,40075.7,3133,39032.9,30280.2,7404.3,26,1,11,5
25.8246706637,-80.292938635,530130050900,490500,10125,2193,33722,3352.5,39024,1855.3,37252.1,29461.1,9396.1,27,1,6,4
25.8247496251,-80.2893489778,531180160370,318000,6000,1207,0,2851.4,38490.6,1104.7,36235.2,29088.6,10379.8,36,1,10,5
25.8250336652,-80.3018687446,530240160560,380000,9525,1737,3148,1679.7,40705.7,2478.6,39933,30822.1,6462.5,65,1,10,5
25.8250339667,-80.2918241475,530130050840,454000,10225,2364,2304,3051.1,38954.2,1530,36991.5,29446.2,9767.8,36,1,7,4
25.8250404139,-80.2898760041,530130050690,420000,15188,2424,28779,2768.8,38630.5,1109,36411.9,29210.5,10388.2,65,1,12,4
25.825042636,-80.2904215669,530130050670,340000,13275,1218,3421,2828,38723.2,1217.9,36578.6,29277.5,10216.9,65,1,2,4
25.8250499636,-80.2886726359,531180160440,310000,6350,938,2148,2670.1,38463,870.6,36098.3,29093.8,10271.6,36,1,5,5
25.8250593783,-80.2938193104,530240150610,370000,8299,1292,1707,3429.7,39298,1942.7,37580.4,29707.2,9116.3,26,1,7,5
25.8257456581,-80.3053505165,530240170440,400000,9294,1529,35509,527.1,41573.6,1325.6,41072.5,31601.3,5309.3,65,1,1,5
25.8258731144,-80.2880225752,531180160191,375000,7186,1379,26580,2343.6,38626.6,505.4,36056.9,29307.2,10298.8,38,1,5,5
25.8259504778,-80.3025871881,530240170200,430000,9375,1844,372,1451.6,41112.3,2250.2,40291.9,31224.6,6234,25,1,8,5
25.8259509436,-80.2974821853,530240150170,355000,8325,1645,1400,3137.4,40201.3,2448,38799.3,30488.5,7919.8,26,1,9,5
25.8265050388,-80.2927780797,530130051510,372500,10050,1785,1572,2797,39574.6,1307.9,37522.5,30059.7,9465.5,35,1,3,4
25.8268614703,-80.2918806204,530130051460,455000,10153,3281,2579,2519.1,39543.1,1032.4,37328.4,30074.2,9765.6,65,1,10,4
25.826863313,-80.3041595583,530130210180,447500,9300,1635,20871,943.3,41679.5,1741.3,40903,31761.8,5724.7,13,1,12,4
25.8268670754,-80.2939285395,530130011020,435000,12954,1959,7438,2965.7,39871.6,1439.8,37904.7,30319.4,9075.5,68,1,3,4
25.8286620977,-80.2921492347,530130060210,346000,10125,1361,1191,2107.1,40153.1,570.1,37725.9,30712.2,9694.1,64,1,11,4
25.8286742556,-80.3054783567,530130420010,369900,10074,1898,18516,523.1,42464.8,1319.6,41583.6,32543.9,5306.9,47,1,1,4
25.8291919748,-80.3047398177,530130010780,650000,14478,2931,32259,754.7,42477.2,1550.5,41439.4,32590.9,5539.6,18,1,11,4
25.829585384,-80.304636467,530130360050,400000,9049,1549,5343,813.8,42589.1,1435.8,41494.3,32711.9,5599.4,28,1,2,4
25.8304876161,-80.3045284293,530130560110,540000,10160,2510,39710,853,42839.9,1107.2,41611.3,32984.7,5638.2,23,1,4,4
25.8321120505,-80.3041179612,530130490020,354400,9356,1538,0,992.8,43269,533.5,41772.2,33461.2,5777.6,56,1,5,4
25.8332659148,-80.2964710411,530130230080,448875,9514,2776,5187,2321.1,42323.5,122.1,39790.9,32811.5,8285.9,55,1,2,4
25.8337297983,-80.305329011,530130010270,420000,12566,2137,21664,606,43966.6,0,42397.4,34152.2,5391.6,57,1,2,4
25.8337475163,-80.3021366333,530130010313,860000,11250,4016,50214,1662.8,43421.4,0,41500.1,33708.8,6448.4,2,1,1,5
25.8347985391,-80.3055902413,530130740020,525000,8248,3191,5748,529.8,44357,356.2,42672.4,34556.7,5316.1,13,1,5,4
25.837754968,-80.3026861148,530130040091,350000,9900,2359,17700,666,44750.1,344.1,42392.8,35099,6311.9,49,0,11,4
25.7729864243,-80.2608717048,141050110840,270000,7000,1188,1666,5991.7,17506.6,4505.1,22447.4,8493.9,4396.6,61,0,6,4
25.7736585618,-80.2623750876,141050100480,278000,5250,1284,2390,5495.8,17998.2,3974.8,22913.6,8814.6,3985.7,64,0,3,4
25.7739067353,-80.2626874549,141050100400,155000,5250,1623,21946,5359.9,18123,3836.6,23009.3,8918.9,3861.9,70,0,10,2
25.7745645655,-80.2627106962,141050100350,260000,5250,1408,4136,5169.9,18327,3687.5,23008.1,9155,3638.9,70,0,1,4
25.7754811101,-80.260846092,141050082180,270000,6720,1195,0,5345,18275.1,3858.9,22405.3,9392.8,3569.7,70,0,5,4
25.7754967723,-80.260261212,141050082210,250000,6784,1068,10024,5485.3,18183.7,4003.7,22216.2,9384.9,3643.2,70,0,11,2
25.7761393407,-80.2625857028,141050081490,235000,6324,1444,0,4768.6,18776.8,3277.8,22973.5,9691.4,3118.5,69,0,8,2
25.7762503584,-80.2589925486,141050081850,215000,6565,1596,2291,5631,18223.4,4182.2,21793.7,9649.1,3433,69,0,5,4
25.7764197699,-80.2625975914,141050081400,280000,6324,935,4512,4693.1,18865,3203.5,22976.9,9792,3022.9,69,0,7,4
25.7765203827,-80.2591947785,141050081790,250000,6565,1255,5317,5513.1,18339,4068.8,21854.7,9747.5,3331,59,0,5,2
25.77668761,-80.268895687,141050020320,275000,7261,1397,4110,3370.5,20089.1,1593.8,25049.9,10351,2297.4,36,0,8,4
25.7769468788,-80.2594131945,141050080970,250000,6565,1266,1272,5360.2,18509.7,3927.5,21927.2,9904.6,3172.9,68,0,9,2
25.7769594466,-80.2590138313,141050080990,260000,6565,1361,1450,5461.4,18452.5,4040.8,21798.9,9905.7,3174.1,60,0,4,4
25.7771864534,-80.2605481394,141050081050,330000,6464,2262,1911,5016.5,18766.1,3564.5,22301.5,10007.2,3044.2,69,0,3,4
25.7775679858,-80.2615504428,141050080690,245000,6464,1438,1863,4672.6,19048.1,3211.5,22632.5,10168.9,2783.3,69,0,12,2
25.7775860385,-80.2609610338,141050080720,220000,6464,1508,1478,4818.8,18958,3371.7,22439.3,10159.4,2855.6,69,0,9,2
25.7776001697,-80.2671475046,141050460041,350000,6713,2049,5520,3387.8,20038,1870.7,24436.4,10522.8,2102.8,57,0,4,4
25.7777945386,-80.2632361995,141050080450,250000,6324,1247,6138,4198.8,19402.1,2717.2,23190.3,10316.1,2482,69,0,4,4
25.7802007527,-80.2444394766,131330200240,240000,6360,1068,1826,6353.5,17180.9,1311.6,17028.3,12032.1,1467.6,70,0,9,4
25.7810500962,-80.2415615775,131330241920,320000,8700,1597,415,6076.1,16770.1,862.6,16075.9,12689.8,1279.4,61,0,10,2
25.7812102664,-80.2528216348,131330030700,265000,6240,1060,4018,5322.1,19043.7,2708.6,19796.4,11624.5,1582.4,32,0,3,4
25.7816982101,-80.2444995113,131330200330,261900,6360,1195,3581,5807.3,17594.7,774.2,17094.5,12525.8,922.8,69,0,9,4
25.7819970337,-80.2423293019,131330241620,265000,8700,1514,2075,5735,17193.8,565.3,16363,12891.6,905.9,62,0,11,2
25.7822192775,-80.255140605,131330120080,285000,6480,1415,435,4764.5,19658.9,3344.2,20597.5,11889.2,1293.4,66,0,6,2
25.7822854913,-80.2515121584,131330300040,357000,6000,1432,2059,5121.4,19226,2174.6,19407.6,12086.6,1090.5,64,0,9,2
25.782341426,-80.2449944208,131330200180,301000,6360,1669,1980,5577.8,17878.2,565.3,17282.8,12685.1,671.1,70,0,6,4
25.7829369956,-80.254582332,131330040860,340000,6300,1666,15912,4540.1,19826,3140.8,20462.2,12151.1,1001.9,62,0,8,4
25.7839000254,-80.2544151683,131330040580,270000,6300,1138,2580,4218.4,20132.5,3063.6,20448.6,12504.6,648.3,64,0,2,4
25.7858217992,-80.2485541678,131330280230,87000,3741,1057,406,4458.8,19604.2,1277.7,18654.8,13545.2,348.3,57,0,1,1
25.7870223099,-80.2543343433,131330140170,226000,5400,1038,1417,3156.8,21165.5,2596.3,20600.3,13630.7,375.1,67,0,6,2
25.7871918916,-80.2484015879,131330132180,245000,5400,1768,6738,3951.1,19940.2,1524.1,18693.9,14025.1,818.1,68,0,5,4
25.7872742052,-80.2480235707,131330132160,200000,6264,1693,2866,3919.6,19884.6,1461.5,18555.7,14101.9,900.7,56,0,2,2
25.7872742052,-80.2480235707,131330132160,275000,6264,1693,2866,3919.6,19884.6,1461.5,18555.7,14101.9,900.7,56,0,11,2
25.7875542538,-80.2509601122,131330131820,220000,5400,1194,825,3594.7,20599.8,2273.5,19545.3,13982.5,700.7,60,0,9,2
25.7879297864,-80.248286707,131330132380,181000,5400,1512,8020,3683.3,20121.1,1698.3,18713.6,14296.2,1086.2,68,0,2,2
25.7883007866,-80.2534186203,131330144590,250000,5900,1689,4639,2896.9,21348.2,2164.5,20368,14150.8,890.7,66,0,2,2
25.788413604,-80.2443004209,131330240690,230000,6122,1131,3590,3332,19379.5,1426.6,17460.7,14773.3,1323.1,67,0,12,2
25.7886978386,-80.2420767028,131330150520,225100,5445,1162,16028,3334.9,19097,1110.9,16777.2,15189.2,1440.5,67,0,4,2
25.7897524394,-80.2505731216,131330131360,180000,5400,889,5090,3138.3,21112.9,1668.3,19597.1,14787.7,1506,68,0,2,2
25.7899650573,-80.243439352,131330050060,250000,9420,1531,8055,2814.2,19714.1,950.7,17303.5,15458.8,1944.2,67,0,11,2
25.7900990507,-80.2517571158,131330130220,230000,6639,1251,6425,2750.2,21461.9,1552.9,19979.4,14869.8,1598,67,0,12,2
25.7901140518,-80.2483483563,131330133040,290000,5400,1289,3054,2918.3,20746,1507.1,18920.8,15062.5,1831.6,67,0,9,4
25.7904267525,-80.2542751565,131330141380,279000,5600,1449,6219,2091.9,22104.2,1357.6,20840.1,14861.6,1606.9,21,0,6,2
25.7906158937,-80.2472221987,131330350180,200000,5400,1409,2867,2654.7,20659.5,1300,18609.2,15328,2122.7,67,0,12,2
25.7906316871,-80.2496752287,131330133150,296900,5450,2313,580,2904.3,21173.3,1368.2,19371.1,15182.1,1906.6,66,0,2,4
25.7907946159,-80.2520269075,131330143840,252000,5500,1524,2790,2527.2,21710.8,1276.9,20154,15083,1813.3,67,0,10,4
25.7908129998,-80.2481320573,131330133230,225000,5400,1791,4738,2676,20908.9,1279.1,18900.9,15349.2,2114.8,70,0,12,2
25.791137238,-80.2547582773,131330141610,240000,5500,1326,575,1791.8,22403,1104.8,21056.5,15106.6,1853.2,68,0,5,2
25.7915786379,-80.2504980989,131330130970,245000,6875,1591,3438,2678.8,21600.4,1001.6,19736.7,15442,2160,71,0,7,2
25.7916886981,-80.2456851701,131330330280,318000,7761,2181,8151,2196.4,20660.8,1012.8,18228.1,15832.4,2635.7,79,0,8,4
25.791870549,-80.2553954121,131330141830,244000,5500,1350,4664,1454.7,22743.3,823.7,21327.4,15358.7,2110.7,68,0,11,2
25.7919276681,-80.2532824852,131330143540,265000,5500,1172,346,1952.1,22294.5,832.8,20659.5,15441.3,2182.6,56,0,10,4
25.7922595237,-80.2523813615,131330143440,240000,5500,1350,3147,2143.6,22191.6,747.3,20406.8,15594.4,2327.6,66,0,4,2
25.7923391666,-80.249528622,131330133700,285000,9240,1254,11654,2292.9,21612.2,717.2,19498.7,15772.4,2493,71,0,7,2
25.7933778051,-80.2543750108,131330142400,185000,5500,934,7042,1376.3,22930.6,293,21150.5,15932.8,2678.4,66,0,7,2
25.7934903272,-80.2508386695,131330130560,170000,5500,1063,2372,2158.4,22220.9,321.7,20051.2,16117.1,2839.2,66,0,12,2
25.7808964978,-80.2157800799,131350230040,140000,3200,1097,0,1880.3,12610.7,432.5,7720.5,7720.5,1325,87,0,2,4
25.7809095562,-80.2154516404,131350230130,275000,3200,1159,197,1806,12577.8,405.6,7612.4,7612.4,1363.3,84,0,9,4
25.7815725271,-80.2347226988,131340380955,285000,2250,1501,3196,5810.2,15609.8,1089.7,13906.3,13906.3,728.5,0,0,3,2
25.7816735973,-80.2286934563,131340480050,290000,5000,1486,2254,4976.3,14617.6,791,11938.4,11938.4,168,31,0,9,4
25.7817453166,-80.234712213,131340380945,220000,5000,1296,1411,5736.1,15647.1,1015.3,13904.2,13904.2,658.6,69,0,8,4
25.7838806928,-80.2376387472,131340580130,240000,6240,1253,0,4901.5,16818.5,0,14967.1,14223.5,245.3,54,0,3,4
25.7843267354,-80.2260941648,131340500250,370000,6674,2239,3702,3842.9,15068.2,422.5,11298,11298,678.7,10,0,6,4
25.7852681927,-80.2291409203,131340440650,240000,6172,1482,2554,4477.5,15845.3,183,12352,12352,1059.1,21,0,9,4
25.7865170105,-80.2352267241,131340030040,245000,8700,1470,0,3989.3,17189.6,514.8,14377.4,14377.4,771.8,31,0,10,4
25.7876767652,-80.235716065,131340260240,205000,5995,1312,1921,3566.7,17644.8,600.2,14655.6,14655.6,1148.7,66,0,4,4
25.7740449033,-80.2204762661,141020060050,330000,7500,1889,2830,4761.4,10876.1,2502.1,9166.7,9166.7,3079.5,88,0,9,1
25.7668825669,-80.2185889108,141020065790,495000,7500,1689,801,6471.8,8270.8,5118.2,9185.6,9185.6,5749.1,94,0,2,1
25.7670566432,-80.2176118773,141020065540,335000,5000,1711,1822,6358.8,8214.1,5110,8866.8,8866.8,5670.3,91,0,3,1
25.769809478,-80.2170057559,141020063760,265000,7500,2362,1114,5570.6,9000.6,4157.7,8340.7,8340.7,4849.9,91,0,6,1
25.7700261666,-80.2104451844,141380031510,225000,7500,974,268,4733.3,8256.5,2941.9,6275,6275,3416.1,66,0,5,1
25.7700958671,-80.2126482209,141020053810,187900,5000,1433,145,5157.8,8571.4,3294.4,6937.3,6937.3,4121.8,79,0,12,1
25.7666476907,-80.2247868,141030250130,162500,3955,1276,621,7276.9,9275.6,4888.7,11139.2,11139.2,5680.4,93,0,4,2
25.7679026685,-80.228595682900007,141030160220,277500,6900,1402,704,8138,10372.2,4603,12202.1,11872.8,5133.2,81,0,8,2
25.7683298664,-80.2342317764,141030380030,350000,5355,1585,6706,8991.1,11744.4,5336.5,13973.6,10491.9,5153.9,30,0,4,4
25.7686272691,-80.2384041041,141030370020,175000,5200,1792,2238,9605,12809.9,5270.4,15294.7,9560.1,5470.7,66,0,5,2
25.7692580694,-80.2353320091,141030402130,325000,7500,1784,1120,9320.4,12223.8,5148.8,14258.1,10428.9,4892.2,30,0,10,2
25.7697895769,-80.2327183905,141030360890,218000,5000,1146,3186,8577.8,11786.8,4614.1,13377.5,11214.5,4548.3,27,0,4,2
25.7698794168,-80.2259636481,141030141160,125000,4650,927,345,7089.6,10454.6,3732.1,11195,11195,4468.5,88,0,10,2
25.7701682887,-80.2342588763,141030360620,379000,5500,2009,2812,8846.2,12224,4820,13853,10922.4,4497.5,23,0,8,4
25.7701769453,-80.2339625369,141030360640,359000,5500,1584,24646,8772.9,12160.8,4753.9,13757,10997.2,4472.8,20,0,11,4
25.7704764646,-80.2344082367,141030360600,270000,6600,1968,7702,8807.2,12338.8,4770.2,13879.4,10962.5,4403.4,41,0,12,4
25.7716057058,-80.2372113512,141030400200,275000,5000,1204,495,9274.7,13279.3,4226.5,14740.2,10622.8,4322.5,62,0,7,1
25.7718324051,-80.2338915775,141030410151,150000,5100,1213,495,8361.6,12587,4303.8,13645.1,11423.5,3878.3,41,0,6,2
25.7733008081,-80.2357966934,141030332000,185000,7100,1094,0,8513.3,13403.4,3722.6,14170.3,11379.7,3577.3,30,0,3,2
25.7741064773,-80.2247498201,141030120080,110000,3400,1026,595,5660.7,11587.3,2183.7,10560.1,10560.1,2987,84,0,3,2
25.7742095774,-80.2355000426,141030331870,241000,6300,1809,6058,8265.8,13598,3421.2,14084.5,11704.9,3231.5,40,0,3,4
25.7742895702,-80.2267880121,141030130190,290000,4450,1372,0,6048.6,11962,2235.9,11231.1,11231.1,2857.9,9,0,11,2
25.7748755962,-80.225677462,141030110050,310000,6615,2251,2653,5628,11966.3,1936.8,10812.8,10812.8,2681.8,76,0,3,4
25.7763276194,-80.2349154169,141030300190,356000,6000,2073,1400,7682.3,14077.9,2769.6,13839.8,12419.6,2455.6,36,0,1,4
25.7768816559,-80.2351967812,141030280180,205000,5250,1533,7024,7469.7,14291.3,2535.3,13963.7,12519.7,2301.1,30,0,5,2
25.7772556864,-80.2231471107,141030061110,300000,4750,2381,610,4442.9,12353.6,1105.8,9980.2,9980.2,1877.7,38,0,11,4
25.7772871104,-80.2246065544,141030061010,278000,5000,1621,11586,4766.2,12564.6,1006.6,10483.3,10483.3,1819,30,0,7,2
25.7782843287,-80.2325706226,141030350120,190000,5150,1221,13357,6681.1,14197,2169.3,13115.7,13115.7,1510.5,35,0,5,2
25.7788409105,-80.2232758964,141030060710,290000,5000,1484,2754,4061,12869.5,555.9,10071.1,10071.1,1276.3,20,0,12,4
25.7657976648,-80.2539508932,141040140070,237000,5949,1382,2712,9461.9,14103,7221.9,20499.1,6062.3,7036.3,63,0,8,2
25.7660445855,-80.2480829906,141040290180,285000,6500,1420,1215,9899,13319.9,6548.1,18603.8,6862.6,6573.9,57,0,9,2
25.767226065,-80.2462886814,141040371590,220000,5250,2489,4843,10102.8,13520.6,6047,17941.9,7544.3,6126.1,21,0,3,4
25.7677851326,-80.2426938882,141040150069,230000,5775,2031,2862,9846.1,13228.9,5672.6,16738.2,8394.8,5993.6,28,0,8,2
25.7680361426,-80.2452863964,141040580010,290000,1471,1452,0,10253.2,13653.5,5712,17554.6,7970.1,5842,21,0,8,4
25.7681415152,-80.2406345552,141040170190,276000,6615,1609,4403,9711.4,13073.9,5455.2,16044.7,8927.6,5937.5,70,0,12,4
25.7686479793,-80.246855504,141040340441,375000,6514,1849,0,10283.8,14081.9,5573,18015.1,7896.6,5630.5,60,0,8,4
25.7690781828,-80.2469446452,141040340420,230000,7200,990,2433,10126.5,14236.4,5426.5,17997.6,8015.3,5482.1,70,0,5,2
25.7690940999,-80.2531128905,141040221330,210000,4508,1059,2150,8797.6,15039.2,6024.3,20026.9,7294.1,5816,21,0,6,4
25.7713185151,-80.2488643054,141040281210,340000,8591,2176,0,9107.4,15208.5,4736.7,18536.5,8475.5,4688.3,78,0,12,4
25.7713427981,-80.2492008388,141040281190,300000,6750,1459,0,9074.5,15242.5,4758.1,18672.3,8435,4698.9,56,0,3,4
25.7716975018,-80.2402274226,141030400350,220000,3250,1213,870,9392.5,14030,4177.9,15723.3,10033.6,4701.7,68,0,12,2
25.7726797323,-80.2501644883,141040250150,227000,7200,1030,7544,8538,15830.5,4425.5,18897.8,8804,4304.6,77,0,7,2
25.7732271915,-80.2445303428,141040201200,210000,6000,1316,732,8857.2,15273.3,3797,17081.6,9711.5,3956.1,57,0,7,2
25.7732665114,-80.2432904659,141040201040,250000,5160,1399,2462,8848.8,15123.1,3720.6,16669.9,9922.4,3985,63,0,3,4
25.7735306828,-80.2452971793,141040201090,250000,6000,1137,0,8754.6,15480.9,3726.8,17328.5,9695.2,3833.3,65,0,9,4
25.7735449274,-80.2448456239,141040201111,199000,6000,1168,1870,8744.8,15423.3,3703.4,17179.3,9767.2,3834.8,68,0,1,2
25.7738600611,-80.2475870567,141040241230,241000,5000,1269,6862,8447.5,15908.3,3763.2,18046.4,9507.9,3762,66,0,10,4
25.7748087792,-80.2453415176,141040200440,270000,6000,1592,1627,8288.1,15906.9,3265.6,17319.5,10102.7,3365.6,66,0,12,4
25.77493242,-80.2400021886,141040190180,302500,4250,2010,6684,8220,14796.1,3005.3,15546.9,11033.9,3547.4,20,0,4,4
25.7750732439,-80.2472278084,141040200470,280000,6000,1768,5779,8088,16246.4,3281.4,17936.9,9944.2,3282,76,0,12,4
25.7752358024,-80.2495403455,141040250190,255000,6045,2281,8760,7725.2,16621,3491,18686.7,9747.4,3344.3,24,0,2,2
25.7757489042,-80.2401267541,141040121060,378000,7930,2009,1539,7894.5,15019.9,2678.7,15586.7,11235.6,3213.9,21,0,2,4
25.7780519519,-80.2467138294,141040060200,317000,6425,1934,1846,7177.3,17146.8,2214.4,17725.8,11028.8,2221.1,39,0,10,4
25.7780926786,-80.2400513601,141040120405,170000,3577,1432,648,7046.1,15645.6,1831.1,15582.5,11984,2370,22,0,1,2
25.7780926786,-80.2400513601,141040120405,200000,3577,1432,648,7046.1,15645.6,1831.1,15582.5,11984,2370,22,0,3,2
25.7784186246,-80.2398752088,141040120270,200000,7540,977,1782,6926.6,15692.8,1710.8,15513.7,12113,2264,78,0,7,2
25.7653785142,-80.2676581966,141050450050,352500,8760,2039,5648,7391.9,16648.2,5461.8,24942.1,6412.6,6457.9,71,0,6,4
25.7655287518,-80.2628164659,141050440110,290000,5220,1405,2724,7913.4,15663.8,6062.8,23395.9,5918.4,6708.2,69,0,11,4
25.7657534576,-80.2622758475,141050440170,380000,5000,1122,1426,7919.8,15618.4,6088.4,23211.5,5958.6,6678,16,0,6,4
25.766076659,-80.2647793297,141050210070,310000,5100,1234,3494,7452.7,16219.8,5564.3,24010.1,6271.8,6340.5,46,0,12,4
25.7662523948,-80.2565905529,341050502150,400000,5840,1035,0,8777.9,14685.9,7151.9,21336.3,6050.4,7100.6,16,0,9,5
25.7666622508,-80.2586924771,341050501820,649900,8100,1252,42645,8239.3,15184.1,6549.2,21983.2,6164.3,6781.8,16,0,12,5
